1,1
2,1
3,2
4,1
5,2
6,1
7,1
8,1
9,1
10,1
11,2
12,2
13,1
14,1
15,2
16,1
17,2
18,2
19,1
20,1
21,2
22,1
23,1
24,1
25,1
26,2
27,1
28,2
29,2
30,2
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,2
39,1
40,1
41,1
42,1
43,1
44,1
45,2
46,1
47,1
48,1
49,1
50,2
51,2
52,2
53,2
54,2
55,1
56,1
57,2
58,1
59,2
60,0
61,1
62,1
63,2
64,2
65,1
66,2
67,1
68,1
69,1
70,2
71,2
72,2
73,1
74,1
75,2
76,2
77,2
78,1
79,2
80,2
81,2
82,1
83,1
84,2
85,1
86,1
87,1
88,1
89,1
90,1
91,2
92,2
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,2
102,2
103,1
104,2
105,1
106,2
107,1
108,1
109,2
110,1
111,1
112,2
113,1
114,2
115,1
116,1
117,1
118,1
119,1
120,2
121,1
122,1
123,1
124,1
125,1
126,2
127,1
128,2
129,1
130,1
131,2
132,1
133,1
134,2
135,1
136,1
137,1
138,2
139,1
140,1
141,1
142,2
143,1
144,2
145,1
146,2
147,1
148,1
149,1
150,2
151,2
152,1
153,2
154,2
155,2
156,1
157,2
158,1
159,1
160,1
161,1
162,2
163,2
164,2
165,2
166,1
167,2
168,1
169,1
170,1
171,1
172,1
173,2
174,2
175,1
176,1
177,2
178,1
179,1
180,2
181,1
182,1
183,2
184,2
185,1
186,1
187,1
188,2
189,1
190,2
191,1
192,1
193,1
194,2
195,2
196,1
197,1
198,2
199,1
200,1
201,2
202,2
203,1
204,2
205,1
206,2
207,0
208,1
209,1
210,2
211,1
212,1
213,1
214,1
215,2
216,2
217,2
218,2
219,1
220,1
221,2
222,1
223,2
224,2
225,1
226,1
227,2
228,2
229,1
230,2
231,1
232,1
233,2
234,1
235,2
236,1
237,1
238,2
239,1
240,1
241,2
242,1
243,2
244,1
245,1
246,1
247,2
248,1
249,2
250,0
251,1
252,2
253,1
254,2
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,2
263,2
264,2
265,1
266,2
267,2
268,1
269,1
270,1
271,1
272,2
273,1
274,2
275,2
276,1
277,1
278,1
279,1
280,2
281,1
282,2
283,1
284,1
285,2
286,1
287,1
288,2
289,1
290,2
291,2
292,1
293,2
294,2
295,2
296,1
297,2
298,2
299,2
300,1
301,2
302,1
303,1
304,1
305,1
306,2
307,1
308,2
309,2
310,2
311,2
312,1
313,2
314,2
315,2
316,1
317,1
318,2
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,2
327,2
328,1
329,1
330,1
331,1
332,2
333,1
334,2
335,2
336,2
337,2
338,2
339,1
340,1
341,1
342,1
343,1
344,2
345,1
346,1
347,2
348,1
349,1
350,2
351,2
352,1
353,1
354,1
355,1
356,1
357,2
358,2
359,1
360,2
361,2
362,1
363,2
364,2
365,2
366,2
367,2
368,1
369,2
370,2
371,1
372,2
373,2
374,1
375,2
376,2
377,2
378,2
379,1
380,2
381,2
382,2
383,1
384,2
385,1
386,2
387,0
388,1
389,2
390,2
391,2
392,2
393,1
394,2
395,1
396,2
397,2
398,1
399,1
400,1
401,1
402,1
403,2
404,1
405,1
406,1
407,2
408,1
409,1
410,1
411,1
412,1
413,2
414,1
415,1
416,1
417,1
418,0
419,1
420,1
421,2
422,1
423,1
424,1
425,2
426,1
427,1
428,1
429,1
430,2
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,2
442,2
443,2
444,2
445,2
446,1
447,2
448,1
449,2
450,2
451,1
452,1
453,1
454,2
455,1
456,2
457,1
458,2
459,2
460,2
461,1
462,1
463,1
464,1
465,1
466,2
467,2
468,2
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,2
480,1
481,1
482,2
483,1
484,2
485,1
486,1
487,1
488,1
489,2
490,1
491,1
492,1
493,2
494,1
495,2
496,2
497,2
498,1
499,2
500,2
501,2
502,2
503,1
504,2
505,1
506,1
507,2
508,2
509,2
510,1
511,2
512,1
513,1
514,1
515,2
516,1
517,2
518,2
519,1
520,2
521,1
522,2
523,2
524,1
525,1
526,1
527,2
528,1
529,2
530,1
531,1
532,2
533,2
534,1
535,2
536,2
537,1
538,2
539,2
540,1
541,2
542,1
543,1
544,2
545,1
546,1
547,2
548,1
549,1
550,2
551,1
552,1
553,2
554,1
555,2
556,1
557,1
558,1
559,2
560,2
561,2
562,2
563,1
564,2
565,1
566,2
567,1
568,1
569,1
570,1
571,2
572,1
573,2
574,1
575,1
576,2
577,1
578,2
579,2
580,2
581,1
582,1
583,1
584,1
585,2
586,1
587,1
588,2
589,2
590,2
591,1
592,1
593,1
594,2
595,1
596,2
597,2
598,2
599,2
600,1
601,1
602,1
603,2
